Parcel Number,Class,County,Price,List Date,List Price,Selling Price,Selling Price,Days On Market,Days On MLS,Closed Date,Date History Status,Price / SqFt,List Price / SqFt,Sold Price/SqFt,Original Price,Date Price Change,How Sold Code,Address,City,State,Zip Code,SFHeatCool,Year Built,Baths,Bedrooms,Half-Baths,Condition,Listing Type,Listing Visibility Type,AddtRentYN,# Tenants,# Floors,Cap Rate %,Condition,Date Leased,For Comp Purposes Only Y/N,MLS Only Entry Y/N (No Services Provided),Number of Acres,Pass Thru Exp/SF Annual,Price/SqFt Annual,Price/SqFt Monthly,Sale/Rent,Short Sale Y/N,Taxes - Annual,Total # of Units,# of Garage Spaces,Garage Y/N,Net Operating Income,Pool Y/N,Zoning,Bank Owned Y/N,Auction
07246-012-000,RE,Alachua,"$500,000 ",1/8/2018,"$499,000 ","$500,000 ",,176,176,7/3/2018,7/9/2018,,$100.52 ,$100.73 ,"$549,900 ",7/9/2018,CONVENTIONAL,6709 SW 37TH Way,Gainesville,FL,32608,"4,964",1986,4,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$6,866 ",,3,Yes,,No,,No,No
06143-001-007,RE,Alachua,"$178,500 ",4/18/2019,"$178,500 ","$178,500 ",,63,58,7/11/2019,7/12/2019,,$139.24 ,$139.24 ,"$178,500 ",4/23/2019,CONVENTIONAL,4600 NW 32ND Place,Gainesville,FL,32606,"1,282",1973,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,752 ",,2,Yes,,No,,No,No
8202142000,RE,Alachua,"$68,000 ",12/2/2016,"$70,000 ","$68,000 ",,109,109,3/21/2017,3/21/2017,,$77.78 ,$75.56 ,"$70,000 ",3/21/2017,VA,1104 NE 28 Avenue,Gainesville,FL,32609,900,1960,1,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,290 ",,,No,,No,,No,No
08450-000-000,RE,Alachua,"$128,000 ",10/16/2018,"$132,900 ","$128,000 ",,241,241,6/14/2019,6/17/2019,,$166.13 ,$160.00 ,"$135,000 ",6/17/2019,FHA,533 NW 30 Avenue,Gainesville,FL,32609,800,1940,1,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$998 ,,,No,,No,,No,No
09807-000-000,RE,Alachua,"$185,000 ",4/13/2018,"$199,000 ","$185,000 ",,340,130,3/19/2019,3/21/2019,,$80.14 ,$74.51 ,"$199,000 ",3/21/2019,CONVENTIONAL,205 NW 16TH Avenue,Gainesville,FL,32601,"2,483",1947,3,6,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,389 ",,,No,,No,,No,No
10089-000-000,RE,Alachua,"$123,000 ",6/14/2017,"$130,000 ","$123,000 ",,84,84,9/6/2017,9/7/2017,,$90.66 ,$85.77 ,"$130,000 ",9/7/2017,CONVENTIONAL,2116 NE 7 Terrace,Gainesville,FL,32609,"1,434",1956,1,3,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$705 ,,,No,,No,,No,No
06860-050-061,RE,Alachua,"$185,000 ",9/21/2018,"$195,000 ","$185,000 ",,215,217,5/8/2019,5/13/2019,,$131.76 ,$125.00 ,"$225,000 ",5/13/2019,CONVENTIONAL,4718 SW 85th Drive,Gainesville,FL,32608,"1,480",1986,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,198 ",,2,Yes,,No,RSF-1,No,No
10573-007-000,RE,Alachua,"$127,000 ",4/19/2017,"$125,000 ","$127,000 ",,37,36,5/26/2017,5/26/2017,,$77.54 ,$78.78 ,"$125,000 ",5/26/2017,CONVENTIONAL,1528 NE 13 Street,Gainesville,FL,32601,"1,612",1959,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,984 ",,,No,,No,,No,No
10600-049-000,RE,Alachua,"$169,000 ",5/9/2019,"$172,000 ","$169,000 ",,39,39,6/17/2019,6/17/2019,,$127.88 ,$125.65 ,"$172,000 ",6/17/2019,CONVENTIONAL,1013 NE 9 Street,Gainesville,FL,32601,"1,345",1948,1,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,214 ",,,No,,No,,No,No
10605016000,RE,Alachua,"$199,000 ",7/31/2019,"$199,000 ","$199,000 ",,49,0,9/18/2019,9/24/2019,,$115.36 ,$115.36 ,"$199,000 ",9/24/2019,CONVENTIONAL,1010 NE 20 Place,Gainesville,FL,32609,"1,725",1956,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$903 ,,,No,,No,,No,No
11022-000-000,RE,Alachua,"$38,500 ",11/23/2017,"$38,500 ","$38,500 ",,26,25,12/19/2017,12/19/2017,,$32.77 ,$32.77 ,"$38,500 ",11/24/2017,CASH,1601 NE 6 Place,Gainesville,FL,32641,"1,175",1988,1,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$978 ,,,No,,No,,No,No
11035-000-000,RE,Alachua,"$119,000 ",3/6/2019,"$119,000 ","$119,000 ",,191,190,9/13/2019,9/16/2019,,$114.42 ,$114.42 ,"$125,000 ",7/15/2019,FHA,1520 NE 6 Avenue,Gainesville,FL,32609,"1,040",2002,1,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,448 ",,,No,,No,,No,No
06308-020-083,RE,Alachua,"$368,000 ",2/20/2018,"$379,900 ","$368,000 ",,188,188,8/27/2018,8/28/2018,,$138.65 ,$134.31 ,"$394,900 ",8/28/2018,CONVENTIONAL,1894 NW 100TH Way,Gainesville,FL,32606,"2,740",2008,3,4,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,708 ",,2,Yes,,No,,No,No
11490-000-000,RE,Alachua,"$55,000 ",4/4/2019,"$75,000 ","$55,000 ",,69,69,6/12/2019,6/12/2019,,$96.15 ,$70.51 ,"$75,000 ",6/12/2019,CASH,1523 NE 3 Avenue,Gainesville,FL,32641,780,1961,1,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,090 ",,,No,,No,,No,No
06105-100-000,RE,Alachua,"$340,000 ",10/22/2019,"$349,900 ","$340,000 ",,57,57,12/18/2019,12/19/2019,,$151.08 ,$146.80 ,"$349,900 ",12/19/2019,OTHER,2615 NW 38TH Street,Gainesville,FL,32605,"2,316",1979,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,569 ",,2,Yes,,No,,No,No
06392-001-018,RE,Alachua,"$165,000 ",6/12/2018,"$172,000 ","$165,000 ",,62,62,8/13/2018,8/14/2018,,$116.22 ,$111.49 ,"$172,000 ",8/14/2018,CONVENTIONAL,4221 NW 17th Avenue,Gainesville,FL,32605,"1,480",1966,2,3,0,Other,Exclusive Agency,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$669 ,,,No,,No,,No,No
06425-004-000,RE,Alachua,"$1,017,177 ",5/11/2018,"$1,017,177 ","$1,017,177 ",,5,0,5/16/2018,5/18/2018,,$219.65 ,$219.65 ,"$1,017,177 ",5/16/2018,CASH,0 NW 16th Avenue,Gainesville,FL,32607,"4,631",2018,4,5,0,New Construction,Exclusive Bldr Master List Ag,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,074 ",,4+,Yes,,Yes,,No,No
06666-040-076,RE,Alachua,"$440,000 ",7/31/2018,"$468,000 ","$440,000 ",,210,210,2/26/2019,2/27/2019,,$152.29 ,$143.18 ,"$485,000 ",2/27/2019,CASH,10318 SW 22 Avenue,Gainesville,FL,32607,"3,073",2001,3,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$6,270 ",,2,Yes,,No,,No,No
06668-007-021,RE,Alachua,"$380,000 ",10/4/2019,"$394,500 ","$380,000 ",,48,48,11/27/2019,12/6/2019,,$178.59 ,$172.02 ,"$394,500 ",12/6/2019,CONVENTIONAL,8521 SW 20TH Lane,Gainesville,FL,32607,"2,209",1994,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$6,765 ",,2,Yes,,Yes,,No,No
06668-300-012,RE,Alachua,"$210,000 ",6/11/2019,"$214,900 ","$210,000 ",,62,62,8/30/2019,8/30/2019,,$158.13 ,$154.53 ,"$199,900 ",8/30/2019,CONVENTIONAL,7715 SW 11th Place,Gainesville,FL,32607,"1,359",1983,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,897 ",,2,Yes,,No,,No,No
06014-013-057,RE,Alachua,"$258,000 ",10/23/2018,"$274,900 ","$258,000 ",,49,49,12/11/2018,12/13/2018,,$124.16 ,$116.53 ,"$274,900 ",12/13/2018,CONVENTIONAL,6418 NW 33RD Terrace,Gainesville,FL,32653,"2,214",1977,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,735 ",,2,Yes,,Yes,,No,No
07247-020-006,RE,Alachua,"$1,129,019 ",6/20/2018,"$1,129,019 ","$1,129,019 ",,72,71,8/31/2018,9/4/2018,,$249.73 ,$249.73 ,"$1,129,019 ",6/21/2018,CONVENTIONAL,0 SW 69th,Gainesville,FL,32608,"4,521",2018,5,4,0,Under Construction,Exclusive Bldr Master List Ag,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,140 ",,3,Yes,,Yes,,No,No
07347-030-000,RE,Alachua,"$465,000 ",5/9/2019,"$499,000 ","$465,000 ",,188,188,11/13/2019,11/14/2019,,$157.51 ,$146.78 ,"$549,000 ",11/14/2019,CONVENTIONAL,7325 SW 97TH Lane,Gainesville,FL,32608,"3,168",1995,2,4,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$7,153 ",,2,Yes,,Yes,,No,No
07537-001-000,RE,Alachua,"$232,000 ",1/21/2019,"$237,900 ","$232,000 ",,53,53,3/15/2019,3/15/2019,,$118.30 ,$115.37 ,"$237,900 ",3/15/2019,CONVENTIONAL,20805 NE 6TH Street,Gainesville,FL,32609,"2,011",2000,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,851 ",,2,Yes,,No,,No,No
15286-000-000,RE,Alachua,"$307,500 ",8/6/2018,"$339,000 ","$307,500 ",,60,59,10/5/2018,10/8/2018,,$172.34 ,$156.33 ,"$339,000 ",10/8/2018,CONVENTIONAL,1740 NW 6th Avenue,Gainesville,FL,32603-1213,"1,967",1941,3,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,055 ",,,No,,Yes,RSF-2,No,No
16054-020-000,RE,Alachua,"$75,900 ",4/12/2017,"$75,900 ","$75,900 ",,260,259,12/28/2017,12/28/2017,,$76.67 ,$76.67 ,"$85,000 ",9/7/2017,FHA,2231 SE 9 Avenue,Gainesville,FL,32641,990,1958,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,046 ",,,No,,No,,No,No
16187-061-000,RE,Alachua,"$91,000 ",6/14/2017,"$93,000 ","$91,000 ",,78,78,8/31/2017,9/4/2017,,$94.13 ,$92.11 ,"$93,000 ",9/4/2017,VA,2221 SE 43 Terrace,Gainesville,FL,32641,988,1972,1,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,392 ",,,No,,No,,No,No
17940-136-000,RE,Alachua,"$125,000 ",5/9/2017,"$124,500 ","$125,000 ",,72,72,7/20/2017,7/20/2017,,$91.34 ,$91.71 ,"$124,500 ",7/20/2017,FHA,231 SE 72 Street,Gainesville,FL,32641,"1,363",1980,2,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$964 ,,2,Yes,,No,,No,No
06076-500-018,RE,Alachua,"$168,000 ",2/22/2017,"$168,000 ","$168,000 ",,44,44,4/7/2017,4/19/2017,,$132.91 ,$132.91 ,"$168,000 ",2/22/2017,CONVENTIONAL,5004 NW 27 Drive,Gainesville,FL,32605,"1,264",1988,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,547 ",,2,Yes,,Yes,,No,No
06103-010-007,RE,Alachua,"$276,450 ",7/11/2018,"$287,900 ","$276,450 ",,61,58,9/10/2018,9/18/2018,,$105.85 ,$101.64 ,"$287,900 ",9/18/2018,CONVENTIONAL,3960 NW 38th Place,Gainesville,FL,32606,"2,720",1973,2,4,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,692 ",,2,Yes,,No,,No,No
04210-001-009,RE,Alachua,"$201,500 ",5/17/2019,"$204,900 ","$201,500 ",,42,43,6/28/2019,6/28/2019,,$130.84 ,$128.67 ,"$204,900 ",6/28/2019,FHA,3706 NW 108TH Boulevard,Gainesville,FL,32606,"1,566",1983,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,839 ",,2,Yes,,No,,No,No
06353-152-020,RE,Alachua,"$289,500 ",4/28/2019,"$299,500 ","$289,500 ",,54,53,6/21/2019,6/27/2019,,$167.23 ,$161.64 ,"$299,500 ",6/27/2019,CONVENTIONAL,1816 NW 57th Terrace,Gainesville,FL,32605,"1,791",1972,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,500 ",,2,Yes,,No,,No,No
07054-201-153,RE,Alachua,"$207,000 ",6/30/2018,"$215,900 ","$207,000 ",,35,35,8/8/2018,8/15/2018,,$144.13 ,$138.18 ,"$215,900 ",8/15/2018,CASH,5722 SW 85th Street,Gainesville,FL,32608,"1,498",2006,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,959 ",,2,Yes,,No,,No,No
07061-020-044,RE,Alachua,"$248,000 ",10/31/2019,"$255,000 ","$248,000 ",,26,26,11/26/2019,12/6/2019,,$150.00 ,$145.88 ,"$255,000 ",12/6/2019,CASH,6811 SW 80 Drive,Gainesville,FL,32608,"1,700",1998,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,473 ",,1,Yes,,Yes,,No,No
04427-111-103,RE,Alachua,"$1,128,235 ",6/6/2018,"$1,128,235 ","$1,128,235 ",,2,2,6/8/2018,6/8/2018,,$266.72 ,$266.72 ,"$1,128,235 ",6/6/2018,CONVENTIONAL,3078 SW 113th Drive,Gainesville,FL,32608,"4,230",2018,4,4,1,Under Construction,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,887 ",,3,Yes,,Yes,,No,No
05985-455-000,RE,Alachua,"$127,500 ",10/2/2018,"$135,000 ","$127,500 ",,87,85,12/28/2018,1/3/2019,,$117.19 ,$110.68 ,"$135,000 ",1/3/2019,CASH,8497 NW 42nd Circle,Gainesville,FL,32653,"1,152",1985,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$853 ,,,No,,No,,No,No
06006-068-170,RE,Alachua,"$176,000 ",5/10/2018,"$179,900 ","$176,000 ",,36,36,6/15/2018,6/15/2018,,$130.36 ,$127.54 ,"$179,900 ",6/15/2018,CONVENTIONAL,4814 NW 80th Road,Gainesville,FL,32653,"1,380",2005,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$803 ,,2,Yes,,No,A-1,No,No
04222-300-156,RE,Alachua,"$467,500 ",6/15/2018,"$469,900 ","$467,500 ",,146,146,11/8/2018,11/8/2018,,$177.39 ,$176.48 ,"$509,000 ",11/8/2018,CONVENTIONAL,13891 NW 30th Road,Gainesville,FL,32606,"2,649",2015,3,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$6,414 ",,2,Yes,,No,,No,No
10088-000-000,RE,Alachua,"$113,000 ",1/3/2017,"$125,000 ","$113,000 ",,17,16,1/20/2017,1/20/2017,,$82.35 ,$74.44 ,"$125,000 ",1/20/2017,CASH,2124 NE 7 Terrace,Gainesville,FL,32609,"1,518",1956,1,3,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,999 ",,,No,,No,,No,No
06858-030-151,RE,Alachua,"$130,000 ",11/23/2016,"$139,900 ","$130,000 ",,50,50,1/12/2017,1/12/2017,,$82.15 ,$76.34 ,"$179,900 ",1/12/2017,OTHER,5015 SW 78th Way,Gainesville,FL,32608,"1,703",2000,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,Yes,,,,,For Sale,No,"$3,747 ",,2,Yes,,No,,No,No
06860-122-049,RE,Alachua,"$325,000 ",3/19/2018,"$359,000 ","$325,000 ",,65,65,5/23/2018,5/23/2018,,$181.59 ,$164.39 ,"$359,000 ",5/23/2018,VA,10141 SW 56th Lane,Gainesville,FL,32608,"1,977",1991,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,285 ",,2,Yes,,Yes,,No,No
06113-020-031,RE,Alachua,"$185,000 ",7/24/2019,"$188,000 ","$185,000 ",,49,49,9/11/2019,9/12/2019,,$160.68 ,$158.12 ,"$172,900 ",9/12/2019,CONVENTIONAL,5415 NW 38TH Place,Gainesville,FL,32606,"1,170",1986,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,502 ",,2,Yes,,No,,No,No
08203-147-000,RE,Alachua,"$135,000 ",7/5/2018,"$138,900 ","$135,000 ",,133,132,11/15/2018,11/16/2018,,$103.43 ,$100.52 ,"$144,900 ",11/16/2018,FHA,1204 NE 28 Avenue,Gainesville,FL,32609,"1,343",1962,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$772 ,,,No,,No,,No,No
08876-017-000,RE,Alachua,"$118,050 ",5/15/2018,"$117,000 ","$118,050 ",,36,36,6/20/2018,6/20/2018,,$115.61 ,$116.65 ,"$117,000 ",6/21/2018,CONVENTIONAL,1942 NW 33 Avenue,Gainesville,FL,32605,"1,012",1949,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$705 ,,,No,,No,,No,No
06681-025-000,RE,Alachua,"$278,000 ",3/12/2019,"$279,000 ","$278,000 ",,72,72,5/23/2019,5/24/2019,,$144.48 ,$143.97 ,"$294,900 ",5/24/2019,CONVENTIONAL,1619 SW 77TH Terrace,Gainesville,FL,32607,"1,931",1978,2,4,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,220 ",,2,Yes,,No,,No,No
06426-089-000,RE,Alachua,"$258,000 ",4/2/2018,"$268,700 ","$258,000 ",,39,39,5/11/2018,5/15/2018,,$123.26 ,$118.35 ,"$268,700 ",5/15/2018,CONVENTIONAL,1616 NW 27TH Terrace,Gainesville,FL,32605,"2,180",1973,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,559 ",,2,Yes,,Yes,,No,No
06462-046-000,RE,Alachua,"$315,000 ",12/8/2017,"$328,000 ","$315,000 ",,95,94,3/13/2018,3/13/2018,,$105.64 ,$101.45 ,"$340,000 ",3/13/2018,CONVENTIONAL,3009 NW 1 Avenue,Gainesville,FL,32607-2503,"3,105",1959,3,4,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,995 ",,,No,,No,,No,No
06860-090-038,RE,Alachua,"$465,000 ",2/20/2018,"$480,000 ","$465,000 ",,83,83,5/14/2018,5/16/2018,,$156.15 ,$151.27 ,"$500,000 ",5/16/2018,CONVENTIONAL,8841 SW 45TH Boulevard,Gainesville,FL,32608,"3,074",1989,3,5,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$6,120 ",,2,Yes,,No,,No,No
06549-010-000,RE,Alachua,"$165,000 ",2/13/2018,"$169,900 ","$165,000 ",,89,89,5/31/2018,5/31/2018,,$115.11 ,$111.79 ,"$169,900 ",5/31/2018,CONVENTIONAL,531 NW 52 Terrace,Gainesville,FL,32607,"1,476",1969,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,392 ",,,No,,No,,No,No
10573-006-000,RE,Alachua,"$150,000 ",11/30/2018,"$156,900 ","$150,000 ",,76,75,2/14/2019,2/15/2019,,$109.57 ,$104.75 ,"$156,900 ",2/15/2019,CONVENTIONAL,1519 NE 13TH Street,Gainesville,FL,32601,"1,432",1957,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,122 ",,,No,,No,,No,No
06304-200-015,RE,Alachua,"$280,000 ",3/12/2019,"$299,900 ","$280,000 ",,99,99,6/19/2019,6/20/2019,,$137.38 ,$128.26 ,"$299,900 ",6/20/2019,CONVENTIONAL,9207 NW 15TH Place,Gainesville,FL,32606,"2,183",1987,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,906 ",,2,Yes,,Yes,,No,No
06304-200-020,RE,Alachua,"$254,500 ",4/30/2018,"$249,900 ","$254,500 ",,105,95,8/13/2018,8/14/2018,,$128.35 ,$130.71 ,"$254,900 ",8/14/2018,CONVENTIONAL,9321 NW 15TH Place,Gainesville,FL,32606,"1,947",1984,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,776 ",,2,Yes,,Yes,,No,No
06306-043-016,RE,Alachua,"$366,000 ",7/11/2019,"$369,900 ","$366,000 ",,48,47,8/28/2019,8/28/2019,,$173.66 ,$171.83 ,"$369,900 ",8/28/2019,CONVENTIONAL,10407 NW 13th Lane,Gainesville,FL,32606,"2,130",2000,3,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$5,136 ",,2,Yes,,Yes,,No,No
11845-000-000,RE,Alachua,"$75,000 ",5/10/2019,"$82,500 ","$75,000 ",,119,119,9/6/2019,9/6/2019,,$61.52 ,$55.93 ,"$88,000 ",9/6/2019,CASH,417 SE 12 Street,Gainesville,FL,32641,"1,341",1948,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$290 ,,,No,,No,,No,No
12224-001-000,RE,Alachua,"$33,000 ",2/26/2017,"$33,000 ","$33,000 ",,3,0,3/1/2017,3/2/2017,,$27.82 ,$27.82 ,"$33,000 ",3/2/2017,CASH,317 SE 9 Street,Gainesville,FL,32601,"1,186",1951,1,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,557 ",,,No,,No,,No,No
06006-066-149,RE,Alachua,"$168,000 ",8/16/2018,"$174,900 ","$168,000 ",,43,43,9/28/2018,9/28/2018,,$113.20 ,$108.74 ,"$179,900 ",9/28/2018,CASH,4722 NW 79TH Road,Gainesville,FL,32653,"1,545",2002,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,115 ",,2,Yes,,No,,No,No
06036-030-031,RE,Alachua,"$331,500 ",2/28/2018,"$330,000 ","$331,500 ",,110,110,6/18/2018,6/18/2018,,$140.43 ,$141.06 ,"$330,000 ",6/18/2018,CONVENTIONAL,6425 NW 97 Court,Gainesville,FL,32653-6821,"2,350",1989,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,702 ",,2,Yes,,No,,No,No
06076-060-070,RE,Alachua,"$152,000 ",4/4/2018,"$159,900 ","$152,000 ",,68,67,6/11/2018,6/12/2018,,$136.20 ,$129.47 ,"$159,900 ",6/12/2018,CONVENTIONAL,4408 NW 25TH Terrace,Gainesville,FL,32605,"1,174",1979,1,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$797 ,,,No,,No,,No,No
09293-000-000,RE,Alachua,"$110,000 ",12/10/2018,"$114,900 ","$110,000 ",,143,142,5/2/2019,5/8/2019,,$91.19 ,$87.30 ,"$149,900 ",5/8/2019,CONVENTIONAL,526 NW 19th Avenue,Gainesville,FL,32609,"1,260",1955,1,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,213 ",,,No,,No,,Yes,No
16126-060-027,RE,Alachua,"$142,000 ",4/18/2018,"$143,000 ","$142,000 ",,61,60,8/6/2018,8/6/2018,,$91.67 ,$91.03 ,"$140,000 ",8/6/2018,USDA,3801 SE 19 Avenue,Gainesville,FL,32641,"1,560",2006,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,403 ",,,No,,No,,No,No
16134-044-004,RE,Alachua,"$67,000 ",5/11/2018,"$68,000 ","$67,000 ",,123,123,9/11/2018,9/11/2018,,$66.34 ,$65.37 ,"$68,000 ",9/11/2018,CASH,3381 SE 20 Avenue,Gainesville,FL,32641,"1,025",1960,1,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,521 ",,,No,,No,,No,No
07348-030-022,RE,Alachua,"$228,000 ",3/1/2019,"$234,900 ","$228,000 ",,63,63,5/3/2019,5/6/2019,,$147.18 ,$142.86 ,"$234,900 ",5/6/2019,CONVENTIONAL,7724 SW 99TH Lane,Gainesville,FL,32608,"1,596",1997,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,820 ",,2,Yes,,No,,No,No
06670-010-015,RE,Alachua,"$225,000 ",7/25/2019,"$228,000 ","$225,000 ",,102,102,11/4/2019,11/8/2019,,$164.98 ,$162.81 ,"$240,000 ",11/8/2019,FHA,1112 SW 80TH Terrace,Gainesville,FL,32607,"1,382",1988,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,271 ",,2,Yes,,Yes,,No,No
06014-012-045,RE,Alachua,"$155,000 ",6/4/2018,"$155,000 ","$155,000 ",,42,42,7/16/2018,7/17/2018,,$117.34 ,$117.34 ,"$155,000 ",6/4/2018,FHA,6114 NW 33 Street,Gainesville,FL,32653,"1,321",1980,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,171 ",,2,Yes,,No,,No,No
08294-000-000,RE,Alachua,"$72,818 ",9/18/2018,"$80,000 ","$72,818 ",,21,15,10/9/2018,10/10/2018,,$99.26 ,$90.34 ,"$80,000 ",10/10/2018,CASH,923 NW 34 Avenue,Gainesville,FL,32609,806,1949,1,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$475 ,,,No,,No,,No,No
08490-000-000,RE,Alachua,"$88,000 ",6/25/2018,"$110,000 ","$88,000 ",,95,95,9/28/2018,9/28/2018,,$169.75 ,$135.80 ,"$110,000 ",9/28/2018,CONVENTIONAL,620 NW 34 Place,Gainesville,FL,32609,648,1948,1,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,288 ",,,No,,No,,No,No
